collection,author,repository,stars,forks,watchers,dependents,commits,branches,packages,releases,contributors,issues_open,issues_closed,pull_requests_open,pull_requests_closed,Rust,Python,JavaScript,C++,Makefile,Shell,Other,TypeScript,HTML,CSS,Ruby,Roff,Swift,Dockerfile,CoffeeScript,Java,GAP,CMake,Go,Emacs Lisp,Vim script,Haskell,Batchfile,PowerShell,Perl,R,Jupyter Notebook,Scala,PostScript,PHP,ActionScript,QML,Objective-C,CartoCSS,C,Objective-C++,Clojure,Erlang,SuperCollider,Gherkin,Vue,PLpgSQL,TSQL,Lua,Groovy,Puppet,C#,Tcl,SaltStack,NSIS,Rich Text Format,Starlark,M,Jsonnet,Hack,GLSL,Kotlin,AppleScript,HLSL,Assembly,xBase,OpenEdge ABL,LilyPond,HiveQL,MLIR,Cuda,XSLT,IDL,Smarty,ASP,VCL,TeX
How to choose (and contribute to) your first open source project,rust,rust-lang,45346,6792.0,1500,,121216,6,0,83,2929,5457.0,28995.0,240,38169,97.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to choose (and contribute to) your first open source project,hospitalrun-frontend,HospitalRun,5266,1668.0,353,,4778,11,0,6,174,16.0,778.0,7,1291,,,,,,,1.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to choose (and contribute to) your first open source project,hoodie,hoodiehq,3864,360.0,163,,1423,86,0,168,96,26.0,414.0,20,439,,,91.0,,,1.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to choose (and contribute to) your first open source project,batavia,beeware,1368,470.0,87,,2238,17,0,1,197,50.0,96.0,2,690,,42.0,57.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to choose (and contribute to) your first open source project,brew,Homebrew,21732,5079.0,591,,21028,2,4,158,755,7.0,2524.0,15,5056,,,,,,5.0,,,0.0,,91.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,standard,standard,23826,1837.0,470,,1677,30,0,171,139,114.0,967.0,15,407,,,90.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,eslint,eslint,16510,2916.0,304,,7531,51,0,245,771,129.0,7765.0,74,5346,,,99.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,jshint,jshint,8381,1702.0,306,,2220,4,0,75,240,375.0,1943.0,59,1081,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,coffeelint,clutchski,1052,178.0,24,,954,8,0,72,62,70.0,314.0,15,248,,,0.0,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,csscomb.js,csscomb,2967,444.0,81,,640,5,0,40,36,80.0,373.0,8,168,,,80.0,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,scss-lint,sds,3454,501.0,123,,1257,1,0,85,105,68.0,597.0,0,320,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,HTMLHint,htmlhint,2384,300.0,84,,351,9,0,15,38,38.0,184.0,6,219,,,82.0,,,,0.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,validator,validator,865,198.0,62,,3844,2,0,52,44,81.0,714.0,7,151,,4.0,2.0,,,,0.0,,4.0,0.0,,,,0.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,csslint,CSSLint,4528,520.0,158,,614,5,0,28,49,211.0,367.0,24,164,,,99.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,pycodestyle,PyCQA,4056,566.0,127,,1189,11,0,38,105,88.0,502.0,22,330,,99.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,flake8,PyCQA,883,114.0,25,,1830,4,0,72,119,,,21,18,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,black,psf,16236,971.0,168,,745,6,0,20,168,289.0,724.0,12,450,,99.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,checkstyle,checkstyle,5327,7386.0,221,,9341,10,0,119,226,572.0,2529.0,90,5107,,,0.0,,,0.0,,,0.0,0.0,,,,,,97.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,rubocop,rubocop-hq,10786,2380.0,201,,9135,3,0,138,660,176.0,3465.0,39,4370,,,,,,,0.0,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,oclint,oclint,3124,396.0,132,,1130,1,0,12,30,41.0,326.0,1,200,,5.0,,92.0,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,lint,golang,3528,475.0,110,,183,1,0,0,58,86.0,244.0,17,143,,,,,,,,,,,,,,,,,,,96.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,hlint,ndmitchell,984,123.0,30,,4295,2,0,115,89,144.0,526.0,3,361,,,,,,,0.0,,1.0,,,0.0,,0.0,,,,,,1.0,,96.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,coala,coala,3005,1346.0,107,,4469,112,0,17,433,656.0,2352.0,192,2922,,94.0,,,,,0.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,pre-commit,pre-commit,4405,332.0,66,,1773,3,0,144,77,25.0,806.0,4,632,,99.0,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,igcommit,innogames,109,17.0,28,,170,4,0,7,4,0.0,7.0,1,13,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,puppet-lint,rodjek,745,200.0,49,,1344,11,0,46,70,45.0,475.0,7,390,,,,,,,,,,,99.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,shellcheck,koalaman,20196,1025.0,404,,1592,4,0,25,96,566.0,1131.0,14,255,,,,,,3.0,,,,,,,,0.0,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,lintr,jimhester,729,132.0,29,,586,19,0,18,56,88.0,278.0,16,116,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,standard,testdouble,949,68.0,44,,379,5,0,66,42,27.0,83.0,4,66,,,,,,0.0,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,SwiftLint,realm,13462,1592.0,251,,4920,45,0,75,219,364.0,1283.0,67,1489,,,,,,,1.0,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,dockerfilelint,replicatedhq,594,53.0,18,,120,15,0,5,13,24.0,22.0,18,78,,,99.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean code linters,sh,mvdan,2848,132.0,48,,3228,5,0,35,31,30.0,437.0,0,107,,,,,,,1.0,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,data,fivethirtyeight,13503,7902.0,1400,,1166,1,0,0,40,29.0,73.0,13,74,,13.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,notebooks,datadesk,203,17.0,16,,50,2,0,0,3,,,1,0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,objective-c-style-guide,nytimes,5585,1344.0,377,,285,10,0,1,45,16.0,39.0,9,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,beeswithmachineguns,newsapps,5863,643.0,229,,249,2,0,2,31,65.0,61.0,12,87,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,meme,voxmedia,1547,390.0,226,,89,1,0,1,8,9.0,5.0,12,17,,,71.0,,,,,,,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,guides,propublica,882,155.0,102,,164,3,0,0,13,0.0,4.0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,censusreporter,censusreporter,485,120.0,43,,1305,26,0,0,14,87.0,128.0,6,53,,23.0,31.0,,,0.0,,,36.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,app-template,nprapps,1398,209.0,120,,875,10,0,0,17,23.0,564.0,5,17,,13.0,78.0,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,babynames,TimeMagazineLabs,462,81.0,33,,56,2,0,0,4,0.0,5.0,6,8,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,frontend,guardian,5446,559.0,215,,91699,892,0,2,182,33.0,1533.0,30,21023,,,11.0,,,0.0,,,63.0,9.0,,,,,,0.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,chronline,dukechronicle,114,18.0,37,,2276,18,0,0,10,33.0,120.0,9,75,,,,,,,0.0,,36.0,10.0,44.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,whatiscode,BloombergMedia,3402,275.0,119,,686,4,0,0,32,40.0,48.0,14,50,,1.0,53.0,,,,,,37.0,7.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,cardkit,times,650,144.0,53,,138,5,0,11,7,15.0,45.0,5,23,,,95.0,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open journalism,WTFJHT,mkiser,332,197.0,10,,9496,2,0,0,91,6.0,43.0,7,861,,,4.0,,,,,,88.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,bootstrap,twbs,141204,68941.0,7100,,19757,91,0,58,1118,301.0,19005.0,95,10929,,,48.0,,,,0.0,,19.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,animate.css,animate-css,66866,14414.0,2400,,479,3,0,28,100,3.0,709.0,0,350,,,11.0,,,,,,14.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,960-Grid-System,nathansmith,3604,531.0,199,,78,1,0,0,4,1.0,22.0,0,12,,,,,,,,,33.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,normalize.css,necolas,39170,8488.0,1600,,360,3,0,27,37,20.0,439.0,15,337,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,ionicons,ionic-team,14552,1736.0,422,,450,8,0,90,24,326.0,390.0,38,82,,,,,,,,82.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,Flat-UI,designmodo,14730,2445.0,781,,238,2,0,10,30,9.0,179.0,0,72,,,46.0,,,,,,1.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,html5-boilerplate,h5bp,45680,10880.0,2600,,1831,5,0,38,234,3.0,1171.0,2,1050,,,81.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,foundation-sites,foundation,28661,5752.0,1400,,17008,26,0,145,982,263.0,7699.0,19,4001,,,14.0,,,,,,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,Modernizr,Modernizr,24386,3038.0,996,,2554,5,0,37,253,151.0,1269.0,19,1117,,,98.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,ratchet,twbs,14410,1506.0,640,,1401,4,0,6,50,202.0,334.0,19,315,,,35.0,,,,,,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,Hover,IanLunn,22831,5012.0,867,,129,4,0,10,20,17.0,80.0,13,45,,,0.0,,,,,,6.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,photon,connors,9402,553.0,232,,261,3,0,3,13,66.0,35.0,17,37,,,7.0,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,basscss,basscss,5457,302.0,115,,1045,9,0,76,25,14.0,179.0,6,85,,,0.0,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,SubtlePatterns,atlemo,4358,461.0,313,,54,2,0,0,8,5.0,11.0,1,10,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design essentials,colors,mrmrs,8753,532.0,218,,173,2,0,4,18,11.0,42.0,17,62,,,4.0,,,,,,38.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,beets,beetbox,9405,1586.0,435,,9468,16,0,54,343,574.0,1627.0,111,1264,,95.0,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,SoundManager2,scottschiller,4545,833.0,254,,1404,17,0,38,30,83.0,76.0,10,80,,,63.0,,,,0.0,,15.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,SoundJS,CreateJS,3840,828.0,226,,604,4,0,14,14,82.0,198.0,5,36,,,84.0,,,,,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,MuseScore,musescore,4766,1434.0,264,,18401,74,0,45,186,3.0,12.0,135,6011,,,,92.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,tomahawk,tomahawk-player,2627,388.0,154,,11398,72,0,35,78,180.0,112.0,16,362,,,1.0,92.0,,,1.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,platform,cashmusic,997,269.0,91,,4915,24,0,12,18,66.0,423.0,5,830,,,8.0,,,,0.0,,19.0,7.0,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,mopidy,mopidy,6521,636.0,218,,8202,9,0,75,113,170.0,964.0,7,735,,99.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,AudioKit,AudioKit,7558,1191.0,315,,8596,4,0,74,125,20.0,974.0,0,1077,,,,31.0,,0.0,0.0,,,,,,29.0,,,,,,,,,,,,,,,,,,,,7.0,,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,soundnode-app,Soundnode,4638,632.0,163,,909,6,0,26,50,253.0,497.0,4,393,,,62.0,,,,,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,Cumulus,gillesdemey,1243,121.0,35,,230,3,0,32,11,37.0,57.0,1,23,,,83.0,,,,,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,picard,metabrainz,2093,299.0,122,,7189,12,0,80,75,,,9,1536,,99.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,overtone,overtone,4941,418.0,246,,3071,14,0,20,61,88.0,193.0,4,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,sonic-pi,samaaron,5832,666.0,233,,8551,8,0,23,377,326.0,971.0,24,1099,,,,18.0,,2.0,2.0,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music,nuclear,nukeop,5561,543.0,127,,1654,29,0,17,91,119.0,264.0,4,331,,,64.0,,,,0.0,24.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,development-guide,18F,597,79.0,134,,665,24,0,0,65,27.0,26.0,0,108,,,,,,6.0,,,37.0,1.0,50.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,open-source-checklist,cfpb,164,19.0,11,,25,7,0,0,3,8.0,1.0,2,5,,,75.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,whitehall,alphagov,585,181.0,123,,24422,42,0,9072,186,15.0,39.0,11,5595,,,4.0,,,0.0,,,10.0,3.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,openmct,nasa,8111,810.0,270,,6419,471,0,64,48,440.0,1288.0,33,1303,,,76.0,,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,adopt-a-hydrant,codeforamerica,509,238.0,66,,1713,2,0,0,14,22.0,8.0,10,31,,,,,,,0.0,,6.0,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,ads-bpa,18F,81,13.0,128,,208,24,0,0,14,4.0,7.0,3,68,,,,,,6.0,,,30.0,3.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,project-open-data.github.io,project-open-data,953,559.0,180,,999,48,0,0,73,68.0,192.0,4,369,,,30.0,,,0.0,,,35.0,23.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,madison,opengovfoundation,426,103.0,53,,2609,36,0,4,21,89.0,802.0,5,193,,,2.0,,,,0.0,,14.0,2.0,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,data.gov,GSA,1587,418.0,270,,1571,19,0,13,33,141.0,699.0,0,45,,,65.0,,,,0.0,,5.0,9.0,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,geoq,ngageoint,445,126.0,64,,1433,13,0,0,26,106.0,225.0,2,46,,14.0,72.0,,,,0.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,wet-boew,wet-boew,1257,615.0,197,,5187,16,0,98,66,627.0,3821.0,18,4334,,,16.0,,,0.0,,,80.0,2.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,flu-shot-spec,CityOfPhiladelphia,80,27.0,26,,37,3,0,0,5,7.0,4.0,2,4,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,OpenLegislation,nysenate,253,97.0,58,,4166,9,0,39,27,7.0,28.0,1,15,,,7.0,,,,0.0,,9.0,1.0,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,qu,cfpb,342,96.0,77,,897,4,0,32,17,14.0,20.0,0,229,,,2.0,,,,,,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,gethelplex,openlexington,54,21.0,29,,581,30,0,0,23,27.0,52.0,0,62,,,87.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,citysdk,uscensusbureau,628,167.0,70,,507,2,0,13,22,3.0,258.0,0,82,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,api-umbrella,NREL,1494,272.0,109,,3987,8,0,16,15,181.0,245.0,5,73,,,16.0,,,4.0,0.0,,7.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,playbook,usds,1087,329.0,281,,274,8,0,0,29,27.0,57.0,31,85,,,14.0,,,,,,13.0,56.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,chvote-1-0,republique-et-canton-de-geneve,611,60.0,41,,66,2,0,1,10,6.0,6.0,0,20,,,,,,,1.0,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government apps,CyberChef,gchq,8941,1212.0,260,,2813,3,0,334,69,110.0,352.0,64,345,,,96.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,puppet,puppetlabs,5787,2143.0,479,,32026,6,0,385,536,,,22,8162,,,,,0.0,0.0,,,0.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,chef,chef,6247,2432.0,411,,26813,98,0,2977,586,388.0,2568.0,28,6945,,0.0,,,,0.0,,,0.0,,98.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,ansible,ansible,43365,19143.0,200,,50058,44,0,311,4967,4027.0,23292.0,1713,40646,,89.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,salt,saltstack,11060,4863.0,592,,108298,42,0,198,2231,1518.0,20776.0,491,34744,,98.0,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,vagrant,hashicorp,19943,3954.0,763,,12992,8,0,144,918,389.0,8051.0,41,3133,,,1.0,,,0.0,,,0.0,0.0,95.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,openstack,openstack,3547,1443.0,585,,189453,2,0,2,2084,,,0,17,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DevOps tools,moby,moby,57237,16548.0,3200,,38647,8,0,323,1846,3598.0,16630.0,188,20579,,,,,0.0,2.0,,,,,,,,0.0,,,,,96.0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
